element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
38,2,15,3,True,2025-08-16T11:30:00Z,0,0,1,False,65,0,0,1,0,0,0,0,0,1,0,0,15,1.8,1.1,0.0,0.3,3,1,0,3,1,0.00,0.01,0.01,1.11,45,0,2210503,0,0
38,13,5,0,False,2025-08-23T14:00:00Z,1,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,45,-517663,1707950,19195,536858
38,21,8,1,True,2025-08-31T18:00:00Z,0,3,3,False,90,0,0,0,3,0,0,0,0,0,0,0,3,18.4,14.3,4.0,3.7,5,5,0,5,1,0.00,0.03,0.03,2.67,45,-98345,1624989,46903,145248
38,36,9,6,False,2025-09-13T14:00:00Z,0,0,4,False,90,0,0,1,0,0,0,0,0,0,0,0,28,15.4,1.0,0.0,1.6,3,2,1,4,1,0.00,0.01,0.01,2.08,45,-161024,1486987,36044,197068
38,48,17,2,False,2025-09-21T13:00:00Z,1,1,5,False,90,0,0,0,1,0,0,0,0,0,0,0,10,26.2,3.0,0.0,2.9,5,4,1,6,1,0.00,0.02,0.02,1.05,45,-9358,1507276,46561,55919
38,51,10,2,True,2025-09-28T13:00:00Z,3,1,6,False,90,0,0,0,1,0,0,0,0,0,0,0,21,22.4,0.7,0.0,2.3,5,3,0,5,1,0.00,0.00,0.00,0.92,45,-130208,1372449,26508,156716
38,62,3,2,True,2025-10-05T13:00:00Z,2,1,7,False,90,0,0,0,1,0,0,0,0,0,0,0,15,15.8,1.1,19.0,3.6,3,4,0,3,1,0.04,0.01,0.05,0.42,45,-68096,1313722,21254,89350
38,79,18,2,False,2025-10-19T13:00:00Z,1,2,8,False,90,0,0,0,1,0,0,0,0,0,0,0,9,17.8,4.1,2.0,2.4,5,2,1,6,1,0.00,0.01,0.01,0.75,45,-118649,1196340,13012,131661
38,82,13,8,True,2025-10-26T14:00:00Z,1,0,9,False,90,0,0,1,0,0,0,0,0,0,0,0,31,30.8,0.5,2.0,3.3,11,4,1,12,1,0.00,0.00,0.00,1.18,45,-90058,1108186,6819,96877
38,95,12,1,False,2025-11-01T20:00:00Z,2,0,10,False,90,0,0,0,2,0,0,0,0,0,0,0,10,17.0,1.3,0.0,1.8,8,2,0,8,1,0.00,0.01,0.01,1.09,44,-45574,1061518,11187,56761
